,ID,well,campo,Socio,E_Brent,tipo_costo,P_D,FC_T
"1512,1512,CC27C5,CARICARE,con_socio,45,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1755.8425'), Decimal('1231.9411'), Decimal('836.1704'), Decimal('412.4626'), Decimal('174.6793'), Decimal('41.3492'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1513,1513,CC27C5,CARICARE,con_socio,50,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2003.2408'), Decimal('1463.6521'), Decimal('965.8505'), Decimal('485.2386'), Decimal('215.5209'), Decimal('64.3321'), Decimal('0.9368'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1514,1514,CC27C5,CARICARE,con_socio,60,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2370.1626'), Decimal('1775.3514'), Decimal('1157.335'), Decimal('609.7369'), Decimal('297.2041'), Decimal('110.298'), Decimal('8.8206'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1515,1515,CC27C5,CARICARE,con_socio,70,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2716.5202'), Decimal('2099.7467'), Decimal('1338.8871'), Decimal('711.6233'), Decimal('359.6051'), Decimal('156.2639'), Decimal('16.7045'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1516,1516,CC27C5,CARICARE,con_socio,80,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3062.8777'), Decimal('2424.1421'), Decimal('1520.4392'), Decimal('813.5096'), Decimal('416.7834'), Decimal('194.674'), Decimal('24.5884'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1517,1517,CC27C5,CARICARE,con_socio,90,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3409.2353'), Decimal('2748.5375'), Decimal('1701.9913'), Decimal('915.396'), Decimal('473.9616'), Decimal('226.8501'), Decimal('31.8403'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1518,1518,CC27C5,CARICARE,con_socio,100,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3755.5928'), Decimal('3072.9329'), Decimal('1883.5434'), Decimal('1017.2824'), Decimal('531.1399'), Decimal('259.0262'), Decimal('37.359'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1519,1519,CC27C5,CARICARE,con_socio,45,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1755.8425'), Decimal('1268.3008'), Decimal('836.1704'), Decimal('412.4626'), Decimal('174.6793'), Decimal('41.3492'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1520,1520,CC27C5,CARICARE,con_socio,50,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2003.2408'), Decimal('1500.0118'), Decimal('965.8505'), Decimal('485.2386'), Decimal('215.5209'), Decimal('64.3321'), Decimal('0.9368'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1521,1521,CC27C5,CARICARE,con_socio,60,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2370.1626'), Decimal('1803.9641'), Decimal('1152.9993'), Decimal('607.3037'), Decimal('297.2041'), Decimal('110.298'), Decimal('8.8206'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1522,1522,CC27C5,CARICARE,con_socio,70,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2716.5202'), Decimal('2128.3595'), Decimal('1334.5514'), Decimal('709.1901'), Decimal('358.2396'), Decimal('156.2639'), Decimal('16.7045'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1523,1523,CC27C5,CARICARE,con_socio,80,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3062.8777'), Decimal('2452.7549'), Decimal('1516.1035'), Decimal('811.0765'), Decimal('415.4179'), Decimal('193.9056'), Decimal('24.5884'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1524,1524,CC27C5,CARICARE,con_socio,90,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3409.2353'), Decimal('2777.1503'), Decimal('1697.6556'), Decimal('912.9628'), Decimal('472.5961'), Decimal('226.0817'), Decimal('31.7085'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1525,1525,CC27C5,CARICARE,con_socio,100,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3755.5928'), Decimal('3101.5457'), Decimal('1879.2077'), Decimal('1014.8492'), Decimal('529.7744'), Decimal('258.2578'), Decimal('37.2272'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1526,1526,CC27C5,CARICARE,con_socio,45,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1755.8425'), Decimal('1304.6605'), Decimal('836.1704'), Decimal('412.4626'), Decimal('174.6793'), Decimal('41.3492'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1527,1527,CC27C5,CARICARE,con_socio,50,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2003.2408'), Decimal('1528.7459'), Decimal('965.8505'), Decimal('485.2386'), Decimal('215.5209'), Decimal('64.3321'), Decimal('0.9368'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1528,1528,CC27C5,CARICARE,con_socio,60,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2370.1626'), Decimal('1832.5769'), Decimal('1148.6637'), Decimal('604.8706'), Decimal('297.2041'), Decimal('110.298'), Decimal('8.8206'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1529,1529,CC27C5,CARICARE,con_socio,70,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2716.5202'), Decimal('2156.9723'), Decimal('1330.2158'), Decimal('706.757'), Decimal('356.8742'), Decimal('156.2639'), Decimal('16.7045'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1530,1530,CC27C5,CARICARE,con_socio,80,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3062.8777'), Decimal('2481.3677'), Decimal('1511.7679'), Decimal('808.6433'), Decimal('414.0524'), Decimal('193.1372'), Decimal('24.5884'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1531,1531,CC27C5,CARICARE,con_socio,90,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3409.2353'), Decimal('2805.7631'), Decimal('1693.32'), Decimal('910.5297'), Decimal('471.2307'), Decimal('225.3133'), Decimal('31.5767'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1532,1532,CC27C5,CARICARE,con_socio,100,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3755.5928'), Decimal('3130.1585'), Decimal('1874.872'), Decimal('1012.416'), Decimal('528.4089'), Decimal('257.4894'), Decimal('37.0954'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1533,1533,CC27C5,CARICARE,con_socio,45,pesimista,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1755.8425'), Decimal('1341.0202'), Decimal('836.1704'), Decimal('412.4626'), Decimal('174.6793'), Decimal('41.3492'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1534,1534,CC27C5,CARICARE,con_socio,50,pesimista,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2003.2408'), Decimal('1557.3587'), Decimal('962.7759'), Decimal('485.2386'), Decimal('215.5209'), Decimal('64.3321'), Decimal('0.9368'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1535,1535,CC27C5,CARICARE,con_socio,60,pesimista,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2370.1626'), Decimal('1861.1897'), Decimal('1144.328'), Decimal('602.4374'), Decimal('297.2041'), Decimal('110.298'), Decimal('8.8206'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1536,1536,CC27C5,CARICARE,con_socio,70,pesimista,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2716.5202'), Decimal('2185.5851'), Decimal('1325.8801'), Decimal('704.3238'), Decimal('355.5087'), Decimal('156.2639'), Decimal('16.7045'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1537,1537,CC27C5,CARICARE,con_socio,80,pesimista,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3062.8777'), Decimal('2509.9805'), Decimal('1507.4322'), Decimal('806.2102'), Decimal('412.6869'), Decimal('192.3688'), Decimal('24.5884'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1538,1538,CC27C5,CARICARE,con_socio,90,pesimista,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3409.2353'), Decimal('2834.3759'), Decimal('1688.9843'), Decimal('908.0965'), Decimal('469.8652'), Decimal('224.5449'), Decimal('31.4449'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1539,1539,CC27C5,CARICARE,con_socio,100,pesimista,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3755.5928'), Decimal('3158.7713'), Decimal('1870.5364'), Decimal('1009.9829'), Decimal('527.0434'), Decimal('256.721'), Decimal('36.9636'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1540,1540,CC27C5,CARICARE,con_socio,45,probable,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1755.8425'), Decimal('1172.3881'), Decimal('836.1704'), Decimal('412.4626'), Decimal('174.6793'), Decimal('41.3492'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1541,1541,CC27C5,CARICARE,con_socio,50,probable,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2003.2408'), Decimal('1404.0991'), Decimal('965.8505'), Decimal('485.2386'), Decimal('215.5209'), Decimal('64.3321'), Decimal('0.9368'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1542,1542,CC27C5,CARICARE,con_socio,60,probable,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2370.1626'), Decimal('1728.4869'), Decimal('1164.4363'), Decimal('613.7221'), Decimal('297.2041'), Decimal('110.298'), Decimal('8.8206'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1543,1543,CC27C5,CARICARE,con_socio,70,probable,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2716.5202'), Decimal('2052.8823'), Decimal('1345.9884'), Decimal('715.6085'), Decimal('361.8416'), Decimal('156.2639'), Decimal('16.7045'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1544,1544,CC27C5,CARICARE,con_socio,80,probable,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3062.8777'), Decimal('2377.2777'), Decimal('1527.5405'), Decimal('817.4949'), Decimal('419.0199'), Decimal('195.9325'), Decimal('24.5884'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1545,1545,CC27C5,CARICARE,con_socio,90,probable,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3409.2353'), Decimal('2701.6731'), Decimal('1709.0926'), Decimal('919.3812'), Decimal('476.1981'), Decimal('228.1086'), Decimal('32.0562'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1546,1546,CC27C5,CARICARE,con_socio,100,probable,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3755.5928'), Decimal('3026.0685'), Decimal('1890.6447'), Decimal('1021.2676'), Decimal('533.3764'), Decimal('260.2848'), Decimal('37.5749'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1547,1547,CC27C5,CARICARE,con_socio,45,probable,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1755.8425'), Decimal('1214.7031'), Decimal('836.1704'), Decimal('412.4626'), Decimal('174.6793'), Decimal('41.3492'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1548,1548,CC27C5,CARICARE,con_socio,50,probable,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2003.2408'), Decimal('1446.4141'), Decimal('965.8505'), Decimal('485.2386'), Decimal('215.5209'), Decimal('64.3321'), Decimal('0.9368'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1549,1549,CC27C5,CARICARE,con_socio,60,probable,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2370.1626'), Decimal('1761.7861'), Decimal('1159.3905'), Decimal('610.8905'), Decimal('297.2041'), Decimal('110.298'), Decimal('8.8206'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1550,1550,CC27C5,CARICARE,con_socio,70,probable,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2716.5202'), Decimal('2086.1815'), Decimal('1340.9426'), Decimal('712.7768'), Decimal('360.2525'), Decimal('156.2639'), Decimal('16.7045'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1551,1551,CC27C5,CARICARE,con_socio,80,probable,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3062.8777'), Decimal('2410.5769'), Decimal('1522.4947'), Decimal('814.6632'), Decimal('417.4307'), Decimal('195.0383'), Decimal('24.5884'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1552,1552,CC27C5,CARICARE,con_socio,90,probable,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3409.2353'), Decimal('2734.9723'), Decimal('1704.0468'), Decimal('916.5495'), Decimal('474.609'), Decimal('227.2144'), Decimal('31.9028'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1553,1553,CC27C5,CARICARE,con_socio,100,probable,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3755.5928'), Decimal('3059.3677'), Decimal('1885.5989'), Decimal('1018.4359'), Decimal('531.7872'), Decimal('259.3905'), Decimal('37.4215'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
